phase,subject,subjectTitle,unit,topic,title,status,editorialStatus,questions,reviewedAt,url
"3","film-and-media-studies","Film & Media Studies","foundations","mise-en-sc-ne","Mise-en-scène","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","cinematography","Cinematography","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","shot-types","Shot Types","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","camera-movement","Camera Movement","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","composition","Composition","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","lighting","Lighting","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","editing","Editing","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","continuity-editing","Continuity Editing","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","montage","Montage","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","sound","Sound","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","music","Music","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","narrative","Narrative","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","film-and-media-studies","Film & Media Studies","foundations","character","Character","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","genre","Genre","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","documentary","Documentary","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","animation","Animation","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","representation","Representation","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","race-and-media","Race and Media","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","gender-and-media","Gender and Media","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","media-industries","Media Industries","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","media-ownership","Media Ownership","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","advertising","Advertising","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","news-media","News Media","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","social-media","Social Media","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","media-literacy","Media Literacy","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","propaganda","Propaganda","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","film-and-media-studies","Film & Media Studies","foundations","media-criticism","Media Criticism","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","teach-descriptively-and-comparatively-not-devotionally","Teach descriptively and comparatively, not devotionally.","PRUNED","","","",""
"3","religious-studies","Religious Studies","foundations","what-is-religion","What Is Religion?","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","religious-studies","Religious Studies","foundations","studying-religion-academically","Studying Religion Academically","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","religious-studies","Religious Studies","foundations","myth","Myth","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","ritual","Ritual","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","sacred-texts","Sacred Texts","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","religious-authority","Religious Authority","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","ethics","Ethics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","religious-experience","Religious Experience","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","indigenous-religious-traditions","Indigenous Religious Traditions","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","hindu-traditions","Hindu Traditions","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","buddhism","Buddhism","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","judaism","Judaism","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","christianity","Christianity","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","islam","Islam","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","sikhism","Sikhism","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","jainism","Jainism","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","daoism","Daoism","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","confucian-traditions","Confucian Traditions","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","shinto","Shinto","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","new-religious-movements","New Religious Movements","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","religion-and-culture","Religion and Culture","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","religion-and-politics","Religion and Politics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","religion-and-gender","Religion and Gender","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","religion-and-violence","Religion and Violence","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","religious-diversity","Religious Diversity","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","secularism","Secularism","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","religious-studies","Religious Studies","foundations","interfaith-relations","Interfaith Relations","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","create-this-as-a-skills-framework-rather-than-one-monolithic-course","Create this as a skills framework rather than one monolithic course.","PRUNED","","","",""
"3","languages-and-esl","Languages & ESL","foundations","parts-of-speech","Parts of Speech","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","languages-and-esl","Languages & ESL","foundations","sentence-structure","Sentence Structure","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","subject-and-predicate","Subject and Predicate","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","nouns","Nouns","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","pronouns","Pronouns","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","verbs","Verbs","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","adjectives","Adjectives","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","adverbs","Adverbs","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","articles","Articles","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","prepositions","Prepositions","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","verb-tenses","Verb Tenses","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","subject-verb-agreement","Subject-Verb Agreement","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","questions","Questions","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","negation","Negation","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","vocabulary-building","Vocabulary Building","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","context-clues","Context Clues","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","pronunciation","Pronunciation","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","listening-comprehension","Listening Comprehension","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","reading-comprehension","Reading Comprehension","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","conversation-skills","Conversation Skills","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","academic-vocabulary","Academic Vocabulary","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","paragraph-writing","Paragraph Writing","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","essay-writing","Essay Writing","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","email-writing","Email Writing","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","presentation-english","Presentation English","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","cultural-communication","Cultural Communication","READY","READY_TO_PUBLISH","5","2026-08-21",""
"3","languages-and-esl","Languages & ESL","foundations","for-additional-languages-create-separate-language-specific-curricula","For additional languages, create separate language-specific curricula.","PRUNED","","","",""
"3","languages-and-esl","Languages & ESL","foundations","part-v-earth-health-and-social-sciences","PART V — EARTH, HEALTH & SOCIAL SCIENCES","PRUNED","","","",""
"3","earth-and-space-science","Earth & Space Science","foundations","earth-foundations","Earth Foundations","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","earth-and-space-science","Earth & Space Science","foundations","structure-of-earth","Structure of Earth","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","earth-and-space-science","Earth & Space Science","foundations","earth-s-layers","Earth's Layers","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","earth-and-space-science","Earth & Space Science","foundations","minerals","Minerals","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","earth-and-space-science","Earth & Space Science","foundations","mineral-identification","Mineral Identification","READY","READY_TO_PUBLISH","5","2026-08-20",""
"3","earth-and-space-science","Earth & Space Science","foundations","rocks","Rocks","READY","READY_TO_PUBLISH","5","2026-08-20",""
